,Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
308,309,175280,175280,10000,2025-02-27,1
309,310,753575,753575,10000,2025-03-14,1
310,311,516244,516244,10000,2025-11-07,1
311,312,107899,107899,10000,2025-05-28,1
312,313,453040,453040,10000,2025-02-13,1
313,314,343667,343667,10000,2025-08-21,1
314,315,896987,896987,10000,2025-02-06,1
315,316,721594,721594,10000,2025-03-14,1
316,317,589092,589092,10000,2025-08-28,1
317,318,42803,42803,10000,2025-06-28,1
318,319,141575,141575,10000,2025-08-21,1
319,320,759607,759607,10000,2025-01-27,1
320,321,301760,301760,10000,2025-02-13,1
321,322,895728,895728,10000,2025-09-21,1
322,323,998474,998474,10000,2025-01-27,1
323,324,708967,708967,10000,2025-02-27,1
324,325,456619,456619,10000,2025-03-28,1
325,326,781405,781405,10000,2025-11-21,1
326,327,878634,878634,10000,2025-02-27,1
327,328,4348,4348,10000,2025-12-28,1
328,329,728569,728569,10000,2025-12-28,1
329,330,705151,705151,10000,2025-05-28,1
330,331,425285,425285,10000,2025-05-14,1
331,332,55323,55323,10000,2025-04-21,1
332,333,236259,236259,10000,2025-03-21,1
333,334,511994,511994,10000,2025-06-07,1
334,335,859688,859688,10000,2025-05-07,1
335,336,405900,405900,10000,2025-08-14,1
336,337,993482,993482,10000,2025-12-07,1
337,338,842034,842034,10000,2025-06-07,1
338,339,15975,15975,10000,2025-03-21,1
339,340,153962,153962,10000,2025-03-07,1
340,341,589438,589438,10000,2025-03-28,1
341,342,294777,294777,10000,2025-10-07,1
342,343,986130,986130,10000,2025-03-28,1
343,344,106470,106470,10000,2025-09-07,1
344,345,19029,19029,10000,2025-12-14,1
345,346,835855,835855,10000,2025-04-21,1
346,347,42097,42097,10000,2025-09-21,1
347,348,242211,242211,10000,2025-04-14,1
348,349,525283,525283,10000,2025-11-07,1
349,350,592068,592068,10000,2025-01-13,1
350,351,911341,911341,10000,2025-05-14,1
351,352,1286,1286,10000,2025-06-28,1
352,353,208632,208632,10000,2025-08-28,1
353,354,50545,50545,10000,2025-08-07,1
354,355,159309,159309,10000,2025-08-21,1
355,356,4690,4690,10000,2025-08-21,1
356,357,12470,12470,10000,2025-07-21,1
357,358,228360,228360,10000,2025-04-28,1
358,359,915215,915215,10000,2025-12-21,1
359,360,876499,876499,10000,2025-01-06,1
360,361,728071,728071,10000,2025-04-28,1
361,362,86898,86898,10000,2025-08-14,1
362,363,166502,166502,10000,2025-07-07,1
363,364,568231,568231,10000,2025-03-14,1
364,365,83451,83451,10000,2025-06-28,1
365,366,903478,903478,10000,2025-06-21,1
366,367,26974,26974,10000,2025-01-13,1
367,368,818952,818952,10000,2025-06-14,1
368,369,741456,741456,10000,2025-07-07,1
369,370,708997,708997,10000,2025-10-21,1
370,371,818577,818577,10000,2025-10-07,1
371,372,752128,752128,10000,2025-11-28,1
372,373,62581,62581,10000,2025-07-14,1
373,374,487455,487455,10000,2025-11-28,1
374,375,386386,386386,10000,2025-06-21,1
375,376,456243,456243,10000,2025-09-14,1
376,377,837349,837349,10000,2025-05-07,1
377,378,876345,876345,10000,2025-10-28,1
378,379,807839,807839,10000,2025-12-21,1
379,380,413735,413735,10000,2025-12-21,1
380,381,418434,418434,10000,2025-05-14,1
381,382,919441,919441,10000,2025-02-06,1
382,383,223300,223300,10000,2025-11-14,1
383,384,664348,664348,10000,2025-10-07,1
384,385,754235,754235,10000,2025-09-07,1
385,386,279808,279808,10000,2025-04-21,1
386,387,717291,717291,10000,2025-07-07,1
387,388,184310,184310,10000,2025-01-20,1
388,389,121489,121489,10000,2025-03-28,1
389,390,185077,185077,10000,2025-03-28,1
390,391,673954,673954,10000,2025-03-28,1
391,392,331740,331740,10000,2025-09-07,1
392,393,23144,23144,10000,2025-07-28,1
393,394,526263,526263,10000,2025-03-28,1
394,395,137080,137080,10000,2025-10-14,1
395,396,826960,826960,10000,2025-12-07,1
396,397,263362,263362,10000,2025-05-28,1
397,398,314772,314772,10000,2025-03-07,1
398,399,283400,283400,10000,2025-10-07,1
399,400,414965,414965,10000,2025-05-14,1
400,401,484138,484138,10000,2025-03-07,1
401,402,98677,98677,10000,2025-06-07,1
402,403,20345,20345,10000,2025-06-28,1
403,404,334853,334853,10000,2025-06-07,1
404,405,602017,602017,10000,2025-07-07,1
405,406,820686,820686,10000,2025-02-20,1
406,407,356099,356099,10000,2025-03-28,1
407,408,246654,246654,10000,2025-01-20,1
408,409,968727,968727,10000,2025-04-21,1
409,410,693951,693951,10000,2025-10-14,1
410,411,955335,955335,10000,2025-02-27,1
411,412,291970,291970,10000,2025-10-07,1
412,413,278575,278575,10000,2025-02-27,1
413,414,48180,48180,10000,2025-03-28,1
414,415,887355,887355,10000,2025-02-06,1
415,416,648920,648920,10000,2025-10-14,1
416,417,47249,47249,10000,2025-12-28,1
417,418,114359,114359,10000,2025-12-28,1
418,419,302077,302077,10000,2025-07-07,1
419,420,656009,656009,10000,2025-10-14,1
420,421,880110,880110,10000,2025-04-07,1
421,422,373966,373966,10000,2025-06-14,1
422,423,154366,154366,10000,2025-07-21,1
423,424,468254,468254,10000,2025-05-14,1
424,425,525430,525430,10000,2025-08-28,1
425,426,859121,859121,10000,2025-07-14,1
426,427,145875,145875,10000,2025-10-07,1
427,428,69881,69881,10000,2025-03-21,1
428,429,548384,548384,10000,2025-08-14,1
429,430,569705,569705,10000,2025-09-21,1
430,431,83117,83117,10000,2025-01-27,1
431,432,531316,531316,10000,2025-03-14,1
432,433,538852,538852,10000,2025-06-14,1
433,434,123237,123237,10000,2025-04-21,1
434,435,686566,686566,10000,2025-07-07,1
435,436,95682,95682,10000,2025-02-20,1
436,437,257720,257720,10000,2025-01-06,1
437,438,491591,491591,10000,2025-02-20,1
438,439,290446,290446,10000,2025-10-07,1
439,440,616263,616263,10000,2025-11-07,1
440,441,226512,226512,10000,2025-12-21,1
441,442,575148,575148,10000,2025-08-14,1
442,443,861487,861487,10000,2025-09-21,1
443,444,905459,905459,10000,2025-12-07,1
444,445,905478,905478,10000,2025-06-14,1
445,446,326384,326384,10000,2025-07-21,1
446,447,977103,977103,10000,2025-02-06,1
447,448,486075,486075,10000,2025-10-07,1
448,449,429463,429463,10000,2025-09-21,1
449,450,748692,748692,10000,2025-12-07,1
450,451,583991,583991,10000,2025-09-21,1
451,452,673698,673698,10000,2025-04-21,1
452,453,204289,204289,10000,2025-04-14,1
453,454,204800,204800,10000,2025-02-27,1
454,455,984568,984568,10000,2025-03-14,1
455,456,141125,141125,10000,2025-06-07,1
456,457,679852,679852,10000,2025-11-28,1
457,458,112702,112702,10000,2025-01-13,1
458,459,620541,620541,10000,2025-11-21,1
459,460,114125,114125,10000,2025-12-07,1
460,461,628131,628131,10000,2025-03-28,1
461,462,467782,467782,10000,2025-08-21,1
462,463,393467,393467,10000,2025-02-13,1
463,464,830126,830126,10000,2025-12-28,1
464,465,940575,940575,10000,2025-04-21,1
465,466,344209,344209,10000,2025-02-06,1
466,467,628026,628026,10000,2025-03-07,1
467,468,563714,563714,10000,2025-11-07,1
468,469,820395,820395,10000,2025-09-07,1
469,470,751356,751356,10000,2025-02-20,1
470,471,306182,306182,10000,2025-11-21,1
471,472,201409,201409,10000,2025-09-14,1
472,473,747520,747520,10000,2025-01-13,1
473,474,276378,276378,10000,2025-02-06,1
474,475,411272,411272,10000,2025-01-06,1
475,476,563689,563689,10000,2025-07-14,1
476,477,212768,212768,10000,2025-12-07,1
477,478,422645,422645,10000,2025-12-28,1
478,479,231956,231956,10000,2025-06-07,1
479,480,326002,326002,10000,2025-08-28,1
480,481,492831,492831,10000,2025-11-21,1
481,482,618067,618067,10000,2025-05-28,1
482,483,685388,685388,10000,2025-02-20,1
483,484,17107,17107,10000,2025-01-20,1
484,485,767259,767259,10000,2025-08-28,1
485,486,803697,803697,10000,2025-09-28,1
486,487,253427,253427,10000,2025-09-21,1
487,488,401978,401978,10000,2025-12-07,1
488,489,402184,402184,10000,2025-01-27,1
489,490,327110,327110,10000,2025-03-28,1
490,491,823747,823747,10000,2025-01-13,1
491,492,221492,221492,10000,2025-05-14,1
492,493,501821,501821,10000,2025-01-27,1
493,494,946593,946593,10000,2025-05-28,1
494,495,360077,360077,10000,2025-05-07,1
495,496,103996,103996,10000,2025-11-14,1
496,497,948820,948820,10000,2025-04-14,1
497,498,249387,249387,10000,2025-06-14,1
498,499,406332,406332,10000,2025-04-28,1
499,500,702509,702509,10000,2025-08-21,1
500,501,678529,678529,10000,2025-07-07,1
501,502,53583,53583,10000,2025-10-07,1
502,503,831673,831673,10000,2025-03-21,1
503,504,104253,104253,10000,2025-09-07,1
504,505,902600,902600,10000,2025-10-28,1
505,506,471303,471303,10000,2025-12-14,1
506,507,464987,464987,10000,2025-12-07,1
507,508,562498,562498,10000,2025-02-13,1
508,509,688176,688176,10000,2025-03-21,1
509,510,852035,852035,10000,2025-03-14,1
510,511,97897,97897,10000,2025-02-27,1
511,512,111445,111445,10000,2025-03-21,1
512,513,665376,665376,10000,2025-09-28,1
513,514,224501,224501,10000,2025-10-07,1
514,515,757029,757029,10000,2025-07-21,1
515,516,799132,799132,10000,2025-06-14,1
516,517,969948,969948,10000,2025-05-28,1
517,518,543159,543159,10000,2025-10-21,1
518,519,891781,891781,10000,2025-12-21,1
519,520,365260,365260,10000,2025-02-27,1
520,521,888966,888966,10000,2025-05-14,1
521,522,874208,874208,10000,2025-01-20,1
522,523,966693,966693,10000,2025-09-28,1
523,524,506582,506582,10000,2025-11-21,1
524,525,30661,30661,10000,2025-10-28,1
525,526,734664,734664,10000,2025-12-28,1
526,527,73828,73828,10000,2025-06-14,1
527,528,247423,247423,10000,2025-07-28,1
528,529,191129,191129,10000,2025-11-14,1
529,530,136066,136066,10000,2025-08-14,1
530,531,68509,68509,10000,2025-04-07,1
531,532,200931,200931,10000,2025-06-21,1
532,533,110035,110035,10000,2025-09-21,1
533,534,439744,439744,10000,2025-07-21,1
534,535,328799,328799,10000,2025-09-14,1
535,536,958093,958093,10000,2025-11-07,1
536,537,982882,982882,10000,2025-07-28,1
537,538,349206,349206,10000,2025-08-07,1
538,539,494110,494110,10000,2025-08-28,1
539,540,902409,902409,10000,2025-04-21,1
540,541,37698,37698,10000,2025-03-14,1
541,542,476840,476840,10000,2025-08-21,1
542,543,131100,131100,10000,2025-11-21,1
543,544,383171,383171,10000,2025-05-21,1
544,545,766952,766952,10000,2025-12-07,1
545,546,335009,335009,10000,2025-03-14,1
546,547,51268,51268,10000,2025-12-28,1
547,548,754836,754836,10000,2025-04-07,1
548,549,736956,736956,10000,2025-12-14,1
549,550,90419,90419,10000,2025-04-14,1
550,551,27106,27106,10000,2025-08-28,1
551,552,350596,350596,10000,2025-11-21,1
552,553,908073,908073,10000,2025-07-07,1
553,554,584244,584244,10000,2025-12-07,1
554,555,919828,919828,10000,2025-01-13,1
555,556,345245,345245,10000,2025-11-28,1
556,557,951113,951113,10000,2025-08-07,1
557,558,476680,476680,10000,2025-02-13,1
558,559,579867,579867,10000,2025-09-28,1
559,560,644943,644943,10000,2025-09-07,1
560,561,672925,672925,10000,2025-12-21,1
561,562,874238,874238,10000,2025-04-21,1
562,563,626922,626922,10000,2025-06-07,1
563,564,701561,701561,10000,2025-07-21,1
564,565,969779,969779,10000,2025-11-14,1
565,566,812534,812534,10000,2025-02-20,1
566,567,835965,835965,10000,2025-08-21,1
567,568,664209,664209,10000,2025-11-14,1
568,569,530226,530226,10000,2025-06-28,1
569,570,70187,70187,10000,2025-03-28,1
570,571,610781,610781,10000,2025-04-07,1
571,572,237208,237208,10000,2025-12-21,1
572,573,399672,399672,10000,2025-06-28,1
573,574,195009,195009,10000,2025-03-07,1
574,575,989872,989872,10000,2025-02-06,1
575,576,883438,883438,10000,2025-02-27,1
576,577,589715,589715,10000,2025-03-28,1
577,578,236816,236816,10000,2025-06-14,1
578,579,113735,113735,10000,2025-05-21,1
579,580,930734,930734,10000,2025-02-06,1
580,581,129611,129611,10000,2025-11-28,1
581,582,980243,980243,10000,2025-04-28,1
582,583,195911,195911,10000,2025-04-21,1
583,584,580848,580848,10000,2025-02-27,1
584,585,888028,888028,10000,2025-03-14,1
585,586,909256,909256,10000,2025-10-21,1
586,587,526990,526990,10000,2025-08-14,1
587,588,457776,457776,10000,2025-08-07,1
588,589,385983,385983,10000,2025-08-07,1
589,590,865587,865587,10000,2025-10-28,1
590,591,185121,185121,10000,2025-02-20,1
591,592,61576,61576,10000,2025-06-21,1
592,593,810866,810866,10000,2025-10-14,1
593,594,832408,832408,10000,2025-04-21,1
594,595,600409,600409,10000,2025-12-07,1
595,596,327662,327662,10000,2025-11-14,1
596,597,279784,279784,10000,2025-06-21,1
597,598,143736,143736,10000,2025-02-27,1
598,599,739999,739999,10000,2025-04-07,1
599,600,616741,616741,10000,2025-08-21,1
600,601,268450,268450,10000,2025-01-06,1
601,602,137699,137699,10000,2025-11-07,1
602,603,429191,429191,10000,2025-07-28,1
603,604,112394,112394,10000,2025-01-20,1
604,605,910051,910051,10000,2025-04-21,1
605,606,109538,109538,10000,2025-06-07,1
606,607,110376,110376,10000,2025-01-27,1
607,608,410462,410462,10000,2025-05-21,1
608,609,548416,548416,10000,2025-11-28,1
609,610,385046,385046,10000,2025-05-21,1
610,611,851190,851190,10000,2025-01-20,1
611,612,129115,129115,10000,2025-01-06,1
612,613,996542,996542,10000,2025-10-07,1
613,614,399982,399982,10000,2025-04-21,1
614,615,662788,662788,10000,2025-03-28,1
615,616,911722,911722,10000,2025-08-14,1
616,617,252695,252695,10000,2025-02-06,1
617,618,212701,212701,10000,2025-02-06,1
618,619,488221,488221,10000,2025-07-07,1
619,620,412210,412210,10000,2025-11-28,1
620,621,798206,798206,10000,2025-08-28,1
621,622,326345,326345,10000,2025-10-28,1
622,623,498430,498430,10000,2025-03-14,1
623,624,187358,187358,10000,2025-11-28,1
624,625,940600,940600,10000,2025-01-27,1
625,626,835494,835494,10000,2025-04-14,1
626,627,378840,378840,10000,2025-07-28,1
627,628,292750,292750,10000,2025-10-21,1
628,629,47090,47090,10000,2025-01-20,1
629,630,26321,26321,10000,2025-11-28,1
630,631,626542,626542,10000,2025-04-07,1
631,632,923650,923650,10000,2025-09-28,1
